,image,mask
15036,Dataset\Train\WithoutMask\0_0_tanjing_0031.jpg,0
15037,Dataset\Train\WithoutMask\0_0_tanjing_0043.jpg,0
15038,Dataset\Train\WithoutMask\0_0_tanjing_0044.jpg,0
15039,Dataset\Train\WithoutMask\0_0_tanjing_0060.jpg,0
15040,Dataset\Train\WithoutMask\0_0_tanjing_0074.jpg,0
15041,Dataset\Train\WithoutMask\0_0_tankai_0016.jpg,0
15042,Dataset\Train\WithoutMask\0_0_tankai_0030.jpg,0
15043,Dataset\Train\WithoutMask\0_0_tankai_0032.jpg,0
15044,Dataset\Train\WithoutMask\0_0_tankai_0050.jpg,0
15045,Dataset\Train\WithoutMask\0_0_tanlina_0027.jpg,0
15046,Dataset\Train\WithoutMask\0_0_tanlina_0030.jpg,0
15047,Dataset\Train\WithoutMask\0_0_tanlina_0049.jpg,0
15048,Dataset\Train\WithoutMask\0_0_tanlina_0071.jpg,0
15049,Dataset\Train\WithoutMask\0_0_tanlina_0072.jpg,0
15050,Dataset\Train\WithoutMask\0_0_tansongyun_0001.jpg,0
15051,Dataset\Train\WithoutMask\0_0_tansongyun_0005.jpg,0
15052,Dataset\Train\WithoutMask\0_0_tansongyun_0014.jpg,0
15053,Dataset\Train\WithoutMask\0_0_tansongyun_0017.jpg,0
15054,Dataset\Train\WithoutMask\0_0_tanweiwei_0005.jpg,0
15055,Dataset\Train\WithoutMask\0_0_tanweiwei_0018.jpg,0
15056,Dataset\Train\WithoutMask\0_0_tianfuzhen_0002.jpg,0
15057,Dataset\Train\WithoutMask\0_0_tianfuzhen_0004.jpg,0
15058,Dataset\Train\WithoutMask\0_0_tianfuzhen_0017.jpg,0
15059,Dataset\Train\WithoutMask\0_0_tianfuzhen_0026.jpg,0
15060,Dataset\Train\WithoutMask\0_0_tianliang_0005.jpg,0
15061,Dataset\Train\WithoutMask\0_0_tianliang_0012.jpg,0
15062,Dataset\Train\WithoutMask\0_0_tianliang_0017.jpg,0
15063,Dataset\Train\WithoutMask\0_0_tianliang_0019.jpg,0
15064,Dataset\Train\WithoutMask\0_0_tianliang_0027.jpg,0
15065,Dataset\Train\WithoutMask\0_0_tiezheng_0003.jpg,0
15066,Dataset\Train\WithoutMask\0_0_tiezheng_0004.jpg,0
15067,Dataset\Train\WithoutMask\0_0_tiezheng_0011.jpg,0
15068,Dataset\Train\WithoutMask\0_0_tiezheng_0012.jpg,0
15069,Dataset\Train\WithoutMask\0_0_tiezheng_0013.jpg,0
15070,Dataset\Train\WithoutMask\0_0_tongkeke_0001.jpg,0
15071,Dataset\Train\WithoutMask\0_0_tongkeke_0002.jpg,0
15072,Dataset\Train\WithoutMask\0_0_tongkeke_0003.jpg,0
15073,Dataset\Train\WithoutMask\0_0_tongkeke_0007.jpg,0
15074,Dataset\Train\WithoutMask\0_0_tongkeke_0009.jpg,0
15075,Dataset\Train\WithoutMask\0_0_tongliya_0028.jpg,0
15076,Dataset\Train\WithoutMask\0_0_tongliya_0038.jpg,0
15077,Dataset\Train\WithoutMask\0_0_tongliya_0047.jpg,0
15078,Dataset\Train\WithoutMask\0_0_tongliya_0054.jpg,0
15079,Dataset\Train\WithoutMask\0_0_tongliya_0055.jpg,0
15080,Dataset\Train\WithoutMask\0_0_wangbaoqiang_0015.jpg,0
15081,Dataset\Train\WithoutMask\0_0_wangbaoqiang_0025.jpg,0
15082,Dataset\Train\WithoutMask\0_0_wangbaoqiang_0031.jpg,0
15083,Dataset\Train\WithoutMask\0_0_wangbaoqiang_0043.jpg,0
15084,Dataset\Train\WithoutMask\0_0_wangdongcheng_0009.jpg,0
15085,Dataset\Train\WithoutMask\0_0_wangdongcheng_0018.jpg,0
15086,Dataset\Train\WithoutMask\0_0_wangdongcheng_0043.jpg,0
15087,Dataset\Train\WithoutMask\0_0_wangdongcheng_0050.jpg,0
15088,Dataset\Train\WithoutMask\0_0_wangfei_0020.jpg,0
15089,Dataset\Train\WithoutMask\0_0_wangfei_0021.jpg,0
15090,Dataset\Train\WithoutMask\0_0_wangfei_0023.jpg,0
15091,Dataset\Train\WithoutMask\0_0_wangfei_0029.jpg,0
15092,Dataset\Train\WithoutMask\0_0_wangfeng_0014.jpg,0
15093,Dataset\Train\WithoutMask\0_0_wangfeng_0024.jpg,0
15094,Dataset\Train\WithoutMask\0_0_wangfeng_0026.jpg,0
15095,Dataset\Train\WithoutMask\0_0_wangfeng_0039.jpg,0
15096,Dataset\Train\WithoutMask\0_0_wangfeng_0045.jpg,0
15097,Dataset\Train\WithoutMask\0_0_wanghan_0012.jpg,0
15098,Dataset\Train\WithoutMask\0_0_wanghan_0017.jpg,0
15099,Dataset\Train\WithoutMask\0_0_wanghan_0018.jpg,0
15100,Dataset\Train\WithoutMask\0_0_wangjie_0002.jpg,0
15101,Dataset\Train\WithoutMask\0_0_wangjunkai_0001.jpg,0
15102,Dataset\Train\WithoutMask\0_0_wangjunkai_0005.jpg,0
15103,Dataset\Train\WithoutMask\0_0_wangjunkai_0007.jpg,0
15104,Dataset\Train\WithoutMask\0_0_wangjunkai_0008.jpg,0
15105,Dataset\Train\WithoutMask\0_0_wangkai_0030.jpg,0
15106,Dataset\Train\WithoutMask\0_0_wangkai_0040.jpg,0
15107,Dataset\Train\WithoutMask\0_0_wangkai_0061.jpg,0
15108,Dataset\Train\WithoutMask\0_0_wangkai_0066.jpg,0
15109,Dataset\Train\WithoutMask\0_0_wangkai_0085.jpg,0
15110,Dataset\Train\WithoutMask\0_0_wanglihong_0002.jpg,0
15111,Dataset\Train\WithoutMask\0_0_wanglihong_0013.jpg,0
15112,Dataset\Train\WithoutMask\0_0_wanglihong_0025.jpg,0
15113,Dataset\Train\WithoutMask\0_0_wanglikun_0008.jpg,0
15114,Dataset\Train\WithoutMask\0_0_wanglikun_0019.jpg,0
15115,Dataset\Train\WithoutMask\0_0_wanglikun_0020.jpg,0
15116,Dataset\Train\WithoutMask\0_0_wanglin_0022.jpg,0
15117,Dataset\Train\WithoutMask\0_0_wanglin_0025.jpg,0
15118,Dataset\Train\WithoutMask\0_0_wanglin_0027.jpg,0
15119,Dataset\Train\WithoutMask\0_0_wanglin_0029.jpg,0
15120,Dataset\Train\WithoutMask\0_0_wangluodan_0003.jpg,0
15121,Dataset\Train\WithoutMask\0_0_wangluodan_0012.jpg,0
15122,Dataset\Train\WithoutMask\0_0_wangluodan_0024.jpg,0
15123,Dataset\Train\WithoutMask\0_0_wangluodan_0038.jpg,0
15124,Dataset\Train\WithoutMask\0_0_wangmingquan_0002.jpg,0
15125,Dataset\Train\WithoutMask\0_0_wangmingquan_0003.jpg,0
15126,Dataset\Train\WithoutMask\0_0_wangmingquan_0011.jpg,0
15127,Dataset\Train\WithoutMask\0_0_wangmingquan_0016.jpg,0
15128,Dataset\Train\WithoutMask\0_0_wangou_0011.jpg,0
15129,Dataset\Train\WithoutMask\0_0_wangou_0016.jpg,0
15130,Dataset\Train\WithoutMask\0_0_wangou_0018.jpg,0
15131,Dataset\Train\WithoutMask\0_0_wangou_0029.jpg,0
15132,Dataset\Train\WithoutMask\0_0_wangou_0032.jpg,0
15133,Dataset\Train\WithoutMask\0_0_wangqing_0002.jpg,0
15134,Dataset\Train\WithoutMask\0_0_wangqing_0020.jpg,0
15135,Dataset\Train\WithoutMask\0_0_wangqing_0023.jpg,0
15136,Dataset\Train\WithoutMask\0_0_wangqing_0035.jpg,0
15137,Dataset\Train\WithoutMask\0_0_wangqing_0039.jpg,0
15138,Dataset\Train\WithoutMask\0_0_wangqi_0010.jpg,0
15139,Dataset\Train\WithoutMask\0_0_wangqi_0018.jpg,0
15140,Dataset\Train\WithoutMask\0_0_wangqi_0022.jpg,0
15141,Dataset\Train\WithoutMask\0_0_wangqi_0023.jpg,0
15142,Dataset\Train\WithoutMask\0_0_wangruoyi_0001.jpg,0
15143,Dataset\Train\WithoutMask\0_0_wangruoyi_0010.jpg,0
15144,Dataset\Train\WithoutMask\0_0_wangruoyi_0012.jpg,0
15145,Dataset\Train\WithoutMask\0_0_wangruoyi_0015.jpg,0
15146,Dataset\Train\WithoutMask\0_0_wangruoyi_0016.jpg,0
15147,Dataset\Train\WithoutMask\0_0_wangxiaochen_0011.jpg,0
15148,Dataset\Train\WithoutMask\0_0_wangxiaochen_0031.jpg,0
15149,Dataset\Train\WithoutMask\0_0_wangxiaochen_0032.jpg,0
15150,Dataset\Train\WithoutMask\0_0_wangxiaochen_0054.jpg,0
15151,Dataset\Train\WithoutMask\0_0_wangxiaomin_0004.jpg,0
15152,Dataset\Train\WithoutMask\0_0_wangxiaomin_0005.jpg,0
15153,Dataset\Train\WithoutMask\0_0_wangxiaomin_0006.jpg,0
15154,Dataset\Train\WithoutMask\0_0_wangxiaomin_0011.jpg,0
15155,Dataset\Train\WithoutMask\0_0_wangxiaomin_0013.jpg,0
15156,Dataset\Train\WithoutMask\0_0_wangyuanke_0005.jpg,0
15157,Dataset\Train\WithoutMask\0_0_wangyuanke_0039.jpg,0
15158,Dataset\Train\WithoutMask\0_0_wangyuanke_0040.jpg,0
15159,Dataset\Train\WithoutMask\0_0_wangyuan_0001.jpg,0
15160,Dataset\Train\WithoutMask\0_0_wangyuan_0002.jpg,0
15161,Dataset\Train\WithoutMask\0_0_wangyuan_0003.jpg,0
15162,Dataset\Train\WithoutMask\0_0_wangyuan_0004.jpg,0
15163,Dataset\Train\WithoutMask\0_0_wangyuan_0008.jpg,0
15164,Dataset\Train\WithoutMask\0_0_wangyujie_0002.jpg,0
15165,Dataset\Train\WithoutMask\0_0_wangyujie_0006.jpg,0
15166,Dataset\Train\WithoutMask\0_0_wangyujie_0008.jpg,0
15167,Dataset\Train\WithoutMask\0_0_wangyujie_0027.jpg,0
15168,Dataset\Train\WithoutMask\0_0_wangyu_0006.jpg,0
15169,Dataset\Train\WithoutMask\0_0_wangyu_0011.jpg,0
15170,Dataset\Train\WithoutMask\0_0_wangyu_0022.jpg,0
15171,Dataset\Train\WithoutMask\0_0_wangyu_0023.jpg,0
15172,Dataset\Train\WithoutMask\0_0_wangyu_0035.jpg,0
15173,Dataset\Train\WithoutMask\0_0_wangzhiwen_0003.jpg,0
15174,Dataset\Train\WithoutMask\0_0_wangzhiwen_0025.jpg,0
15175,Dataset\Train\WithoutMask\0_0_wangzhiwen_0027.jpg,0
15176,Dataset\Train\WithoutMask\0_0_wangzhiwen_0042.jpg,0
15177,Dataset\Train\WithoutMask\0_0_wangzulan_0010.jpg,0
15178,Dataset\Train\WithoutMask\0_0_wangzulan_0012.jpg,0
15179,Dataset\Train\WithoutMask\0_0_wangzulan_0016.jpg,0
15180,Dataset\Train\WithoutMask\0_0_wangzulan_0027.jpg,0
15181,Dataset\Train\WithoutMask\0_0_wangzulan_0029.jpg,0
15182,Dataset\Train\WithoutMask\0_0_wangzuxian_0006.jpg,0
15183,Dataset\Train\WithoutMask\0_0_wangzuxian_0010.jpg,0
15184,Dataset\Train\WithoutMask\0_0_wangzuxian_0043.jpg,0
15185,Dataset\Train\WithoutMask\0_0_wangzuxian_0046.jpg,0
15186,Dataset\Train\WithoutMask\0_0_weichen_0004.jpg,0
15187,Dataset\Train\WithoutMask\0_0_weichen_0008.jpg,0
15188,Dataset\Train\WithoutMask\0_0_weichen_0009.jpg,0
15189,Dataset\Train\WithoutMask\0_0_weichen_0017.jpg,0
15190,Dataset\Train\WithoutMask\0_0_weidaxun_0007.jpg,0
15191,Dataset\Train\WithoutMask\0_0_weidaxun_0040.jpg,0
15192,Dataset\Train\WithoutMask\0_0_weidaxun_0057.jpg,0
15193,Dataset\Train\WithoutMask\0_0_wenghong_0007.jpg,0
15194,Dataset\Train\WithoutMask\0_0_wenghong_0011.jpg,0
15195,Dataset\Train\WithoutMask\0_0_wenghong_0019.jpg,0
15196,Dataset\Train\WithoutMask\0_0_wenghong_0022.jpg,0
15197,Dataset\Train\WithoutMask\0_0_wenjunhui_0001.jpg,0
15198,Dataset\Train\WithoutMask\0_0_wenjunhui_0005.jpg,0
15199,Dataset\Train\WithoutMask\0_0_wenjunhui_0014.jpg,0
15200,Dataset\Train\WithoutMask\0_0_wenjunhui_0020.jpg,0
15201,Dataset\Train\WithoutMask\0_0_wenjunhui_0023.jpg,0
15202,Dataset\Train\WithoutMask\0_0_wenlan_0002.jpg,0
15203,Dataset\Train\WithoutMask\0_0_wenlan_0008.jpg,0
15204,Dataset\Train\WithoutMask\0_0_wenlan_0011.jpg,0
15205,Dataset\Train\WithoutMask\0_0_wenlan_0058.jpg,0
15206,Dataset\Train\WithoutMask\0_0_wenshenghao_0001.jpg,0
15207,Dataset\Train\WithoutMask\0_0_wenshenghao_0005.jpg,0
15208,Dataset\Train\WithoutMask\0_0_wenshenghao_0006.jpg,0
15209,Dataset\Train\WithoutMask\0_0_wenshenghao_0008.jpg,0
15210,Dataset\Train\WithoutMask\0_0_wenshenghao_0021.jpg,0
15211,Dataset\Train\WithoutMask\0_0_wenzhang_0009.jpg,0
15212,Dataset\Train\WithoutMask\0_0_wenzhang_0020.jpg,0
15213,Dataset\Train\WithoutMask\0_0_wenzhang_0036.jpg,0
15214,Dataset\Train\WithoutMask\0_0_wujiacheng_0006.jpg,0
15215,Dataset\Train\WithoutMask\0_0_wujiacheng_0007.jpg,0
15216,Dataset\Train\WithoutMask\0_0_wujiacheng_0008.jpg,0
15217,Dataset\Train\WithoutMask\0_0_wujiacheng_0009.jpg,0
15218,Dataset\Train\WithoutMask\0_0_wujing_0007.jpg,0
15219,Dataset\Train\WithoutMask\0_0_wujing_0028.jpg,0
15220,Dataset\Train\WithoutMask\0_0_wujing_0031.jpg,0
15221,Dataset\Train\WithoutMask\0_0_wujing_0032.jpg,0
15222,Dataset\Train\WithoutMask\0_0_wujunyu_0003.jpg,0
15223,Dataset\Train\WithoutMask\0_0_wujunyu_0005.jpg,0
15224,Dataset\Train\WithoutMask\0_0_wujunyu_0009.jpg,0
15225,Dataset\Train\WithoutMask\0_0_wujunyu_0011.jpg,0
15226,Dataset\Train\WithoutMask\0_0_wujunyu_0015.jpg,0
15227,Dataset\Train\WithoutMask\0_0_wukequn_0013.jpg,0
15228,Dataset\Train\WithoutMask\0_0_wukequn_0015.jpg,0
15229,Dataset\Train\WithoutMask\0_0_wukequn_0016.jpg,0
15230,Dataset\Train\WithoutMask\0_0_wukequn_0017.jpg,0
15231,Dataset\Train\WithoutMask\0_0_wulei_0005.jpg,0
15232,Dataset\Train\WithoutMask\0_0_wulei_0006.jpg,0
15233,Dataset\Train\WithoutMask\0_0_wulei_0012.jpg,0
15234,Dataset\Train\WithoutMask\0_0_wulei_0014.jpg,0
15235,Dataset\Train\WithoutMask\0_0_wulei_0020.jpg,0
15236,Dataset\Train\WithoutMask\0_0_wuqilong_0001.jpg,0
15237,Dataset\Train\WithoutMask\0_0_wuqilong_0002.jpg,0
15238,Dataset\Train\WithoutMask\0_0_wuqilong_0010.jpg,0
15239,Dataset\Train\WithoutMask\0_0_wuqingfeng_0004.jpg,0
15240,Dataset\Train\WithoutMask\0_0_wuqingfeng_0022.jpg,0
15241,Dataset\Train\WithoutMask\0_0_wuqingfeng_0031.jpg,0
15242,Dataset\Train\WithoutMask\0_0_wuqingfeng_0045.jpg,0
15243,Dataset\Train\WithoutMask\0_0_wuqingfeng_0047.jpg,0
15244,Dataset\Train\WithoutMask\0_0_wuxin_0007.jpg,0
15245,Dataset\Train\WithoutMask\0_0_wuxin_0011.jpg,0
15246,Dataset\Train\WithoutMask\0_0_wuxin_0038.jpg,0
15247,Dataset\Train\WithoutMask\0_0_wuxin_0043.jpg,0
15248,Dataset\Train\WithoutMask\0_0_wuxin_0054.jpg,0
15249,Dataset\Train\WithoutMask\0_0_wuyifan_0010.jpg,0
15250,Dataset\Train\WithoutMask\0_0_wuyifan_0019.jpg,0
15251,Dataset\Train\WithoutMask\0_0_wuyifan_0023.jpg,0
15252,Dataset\Train\WithoutMask\0_0_wuyifan_0026.jpg,0
15253,Dataset\Train\WithoutMask\0_0_wuzhenyu_0016.jpg,0
15254,Dataset\Train\WithoutMask\0_0_wuzhenyu_0018.jpg,0
15255,Dataset\Train\WithoutMask\0_0_wuzhenyu_0022.jpg,0
15256,Dataset\Train\WithoutMask\0_0_wuzhenyu_0026.jpg,0
15257,Dataset\Train\WithoutMask\0_0_wuzhenyu_0027.jpg,0
15258,Dataset\Train\WithoutMask\0_0_wuzongxian_0059.jpg,0
15259,Dataset\Train\WithoutMask\0_0_wuzongxian_0070.jpg,0
15260,Dataset\Train\WithoutMask\0_0_wuzongxian_0071.jpg,0
15261,Dataset\Train\WithoutMask\0_0_wuzun_0012.jpg,0
15262,Dataset\Train\WithoutMask\0_0_wuzun_0013.jpg,0
15263,Dataset\Train\WithoutMask\0_0_wuzun_0016.jpg,0
15264,Dataset\Train\WithoutMask\0_0_wuzun_0030.jpg,0
15265,Dataset\Train\WithoutMask\0_0_xiaoshenyang_0052.jpg,0
15266,Dataset\Train\WithoutMask\0_0_xiaoshenyang_0054.jpg,0
15267,Dataset\Train\WithoutMask\0_0_xiaoshenyang_0058.jpg,0
15268,Dataset\Train\WithoutMask\0_0_xiaoshenyang_0084.jpg,0
15269,Dataset\Train\WithoutMask\0_0_xiaozhan_0001.jpg,0
15270,Dataset\Train\WithoutMask\0_0_xiaozhan_0002.jpg,0
15271,Dataset\Train\WithoutMask\0_0_xiaozhan_0003.jpg,0
15272,Dataset\Train\WithoutMask\0_0_xiaozhan_0005.jpg,0
15273,Dataset\Train\WithoutMask\0_0_xiaozhan_0024.jpg,0
15274,Dataset\Train\WithoutMask\0_0_xieanqi_0009.jpg,0
15275,Dataset\Train\WithoutMask\0_0_xieanqi_0026.jpg,0
15276,Dataset\Train\WithoutMask\0_0_xieanqi_0042.jpg,0
15277,Dataset\Train\WithoutMask\0_0_xieanqi_0057.jpg,0
15278,Dataset\Train\WithoutMask\0_0_xienan_0012.jpg,0
15279,Dataset\Train\WithoutMask\0_0_xienan_0019.jpg,0
15280,Dataset\Train\WithoutMask\0_0_xienan_0035.jpg,0
15281,Dataset\Train\WithoutMask\0_0_xienan_0037.jpg,0
15282,Dataset\Train\WithoutMask\0_0_xiena_0003.jpg,0
15283,Dataset\Train\WithoutMask\0_0_xiena_0005.jpg,0
15284,Dataset\Train\WithoutMask\0_0_xiena_0037.jpg,0
15285,Dataset\Train\WithoutMask\0_0_xiena_0042.jpg,0
15286,Dataset\Train\WithoutMask\0_0_xiena_0047.jpg,0
15287,Dataset\Train\WithoutMask\0_0_xietingfeng_0006.jpg,0
15288,Dataset\Train\WithoutMask\0_0_xietingfeng_0013.jpg,0
15289,Dataset\Train\WithoutMask\0_0_xietingfeng_0027.jpg,0
15290,Dataset\Train\WithoutMask\0_0_xietingfeng_0038.jpg,0
15291,Dataset\Train\WithoutMask\0_0_xietingfeng_0048.jpg,0
15292,Dataset\Train\WithoutMask\0_0_xinzhilei_0006.jpg,0
15293,Dataset\Train\WithoutMask\0_0_xinzhilei_0019.jpg,0
15294,Dataset\Train\WithoutMask\0_0_xinzhilei_0023.jpg,0
15295,Dataset\Train\WithoutMask\0_0_xinzhilei_0024.jpg,0
15296,Dataset\Train\WithoutMask\0_0_xinzi_0003.jpg,0
15297,Dataset\Train\WithoutMask\0_0_xinzi_0004.jpg,0
15298,Dataset\Train\WithoutMask\0_0_xinzi_0005.jpg,0
15299,Dataset\Train\WithoutMask\0_0_xinzi_0007.jpg,0
15300,Dataset\Train\WithoutMask\0_0_xinzi_0010.jpg,0
15301,Dataset\Train\WithoutMask\0_0_xiongdailin_0012.jpg,0
15302,Dataset\Train\WithoutMask\0_0_xiongdailin_0015.jpg,0
15303,Dataset\Train\WithoutMask\0_0_xiongdailin_0024.jpg,0
15304,Dataset\Train\WithoutMask\0_0_xiongnaijin_0007.jpg,0
15305,Dataset\Train\WithoutMask\0_0_xiongnaijin_0021.jpg,0
15306,Dataset\Train\WithoutMask\0_0_xiongnaijin_0026.jpg,0
15307,Dataset\Train\WithoutMask\0_0_xiongnaijin_0044.jpg,0
15308,Dataset\Train\WithoutMask\0_0_xudongdong_0013.jpg,0
15309,Dataset\Train\WithoutMask\0_0_xudongdong_0018.jpg,0
15310,Dataset\Train\WithoutMask\0_0_xudongdong_0037.jpg,0
15311,Dataset\Train\WithoutMask\0_0_xuejianing_0008.jpg,0
15312,Dataset\Train\WithoutMask\0_0_xuejianing_0011.jpg,0
15313,Dataset\Train\WithoutMask\0_0_xuejianing_0027.jpg,0
15314,Dataset\Train\WithoutMask\0_0_xuejianing_0032.jpg,0
15315,Dataset\Train\WithoutMask\0_0_xuejianing_0036.jpg,0
15316,Dataset\Train\WithoutMask\0_0_xuekaiqi_0002.jpg,0
15317,Dataset\Train\WithoutMask\0_0_xuekaiqi_0004.jpg,0
15318,Dataset\Train\WithoutMask\0_0_xuekaiqi_0009.jpg,0
15319,Dataset\Train\WithoutMask\0_0_xuekaiqi_0015.jpg,0
15320,Dataset\Train\WithoutMask\0_0_xuekaiqi_0016.jpg,0
15321,Dataset\Train\WithoutMask\0_0_xuezhiqian_0003.jpg,0
15322,Dataset\Train\WithoutMask\0_0_xuezhiqian_0005.jpg,0
15323,Dataset\Train\WithoutMask\0_0_xuezhiqian_0008.jpg,0
15324,Dataset\Train\WithoutMask\0_0_xuezhiqian_0015.jpg,0
15325,Dataset\Train\WithoutMask\0_0_xufei_0005.jpg,0
15326,Dataset\Train\WithoutMask\0_0_xufei_0006.jpg,0
15327,Dataset\Train\WithoutMask\0_0_xufei_0024.jpg,0
15328,Dataset\Train\WithoutMask\0_0_xuhaiqiao_0006.jpg,0
15329,Dataset\Train\WithoutMask\0_0_xuhaiqiao_0053.jpg,0
15330,Dataset\Train\WithoutMask\0_0_xuhaiqiao_0066.jpg,0
15331,Dataset\Train\WithoutMask\0_0_xuhaiqiao_0073.jpg,0
15332,Dataset\Train\WithoutMask\0_0_xuhaiqiao_0075.jpg,0
15333,Dataset\Train\WithoutMask\0_0_xuhao_0002.jpg,0
15334,Dataset\Train\WithoutMask\0_0_xuhao_0005.jpg,0
15335,Dataset\Train\WithoutMask\0_0_xuhao_0007.jpg,0
15336,Dataset\Train\WithoutMask\0_0_xuhao_0009.jpg,0
15337,Dataset\Train\WithoutMask\0_0_xujiao_0005.jpg,0
15338,Dataset\Train\WithoutMask\0_0_xujiao_0008.jpg,0
15339,Dataset\Train\WithoutMask\0_0_xujiao_0009.jpg,0
15340,Dataset\Train\WithoutMask\0_0_xujiao_0011.jpg,0
15341,Dataset\Train\WithoutMask\0_0_xujiao_0012.jpg,0
15342,Dataset\Train\WithoutMask\0_0_xujinglei_0015.jpg,0
15343,Dataset\Train\WithoutMask\0_0_xujinglei_0017.jpg,0
15344,Dataset\Train\WithoutMask\0_0_xujinglei_0018.jpg,0
15345,Dataset\Train\WithoutMask\0_0_xulu1_0002.jpg,0
15346,Dataset\Train\WithoutMask\0_0_xulu1_0015.jpg,0
15347,Dataset\Train\WithoutMask\0_0_xulu1_0018.jpg,0
15348,Dataset\Train\WithoutMask\0_0_xulu1_0027.jpg,0
15349,Dataset\Train\WithoutMask\0_0_xulu1_0046.jpg,0
15350,Dataset\Train\WithoutMask\0_0_xuqing_0022.jpg,0
15351,Dataset\Train\WithoutMask\0_0_xuqing_0037.jpg,0
15352,Dataset\Train\WithoutMask\0_0_xuqing_0067.jpg,0
15353,Dataset\Train\WithoutMask\0_0_xuqing_0072.jpg,0
15354,Dataset\Train\WithoutMask\0_0_xuruoxuan_0003.jpg,0
15355,Dataset\Train\WithoutMask\0_0_xuruoxuan_0014.jpg,0
15356,Dataset\Train\WithoutMask\0_0_xuruoxuan_0018.jpg,0
15357,Dataset\Train\WithoutMask\0_0_xuruoxuan_0024.jpg,0
15358,Dataset\Train\WithoutMask\0_0_xuruoxuan_0030.jpg,0
15359,Dataset\Train\WithoutMask\0_0_xuweizhou_0011.jpg,0
15360,Dataset\Train\WithoutMask\0_0_xuweizhou_0014.jpg,0
15361,Dataset\Train\WithoutMask\0_0_xuweizhou_0030.jpg,0
15362,Dataset\Train\WithoutMask\0_0_xuweizhou_0037.jpg,0
15363,Dataset\Train\WithoutMask\0_0_xuxidi_0019.jpg,0
15364,Dataset\Train\WithoutMask\0_0_xuxidi_0028.jpg,0
15365,Dataset\Train\WithoutMask\0_0_xuxidi_0039.jpg,0
15366,Dataset\Train\WithoutMask\0_0_xuxidi_0054.jpg,0
15367,Dataset\Train\WithoutMask\0_0_xuxidi_0058.jpg,0
15368,Dataset\Train\WithoutMask\0_0_xuxiyuan_0053.jpg,0
15369,Dataset\Train\WithoutMask\0_0_xuxiyuan_0071.jpg,0
15370,Dataset\Train\WithoutMask\0_0_xuxiyuan_0088.jpg,0
15371,Dataset\Train\WithoutMask\0_0_xuxiyuan_0159.jpg,0
15372,Dataset\Train\WithoutMask\0_0_xuzheng_0003.jpg,0
15373,Dataset\Train\WithoutMask\0_0_xuzheng_0007.jpg,0
15374,Dataset\Train\WithoutMask\0_0_xuzheng_0036.jpg,0
15375,Dataset\Train\WithoutMask\0_0_yanggongru_0001.jpg,0
15376,Dataset\Train\WithoutMask\0_0_yanggongru_0002.jpg,0
15377,Dataset\Train\WithoutMask\0_0_yanggongru_0004.jpg,0
15378,Dataset\Train\WithoutMask\0_0_yanggongru_0011.jpg,0
15379,Dataset\Train\WithoutMask\0_0_yanggongru_0016.jpg,0
15380,Dataset\Train\WithoutMask\0_0_yangmi_0008.jpg,0
15381,Dataset\Train\WithoutMask\0_0_yangmi_0016.jpg,0
15382,Dataset\Train\WithoutMask\0_0_yangmi_0018.jpg,0
15383,Dataset\Train\WithoutMask\0_0_yangmi_0026.jpg,0
15384,Dataset\Train\WithoutMask\0_0_yangmi_0028.jpg,0
15385,Dataset\Train\WithoutMask\0_0_yangqianhua_0005.jpg,0
15386,Dataset\Train\WithoutMask\0_0_yangqianhua_0012.jpg,0
15387,Dataset\Train\WithoutMask\0_0_yangqianhua_0032.jpg,0
15388,Dataset\Train\WithoutMask\0_0_yangqianhua_0049.jpg,0
15389,Dataset\Train\WithoutMask\0_0_yangqiming_0004.jpg,0
15390,Dataset\Train\WithoutMask\0_0_yangqiming_0007.jpg,0
15391,Dataset\Train\WithoutMask\0_0_yangqiming_0012.jpg,0
15392,Dataset\Train\WithoutMask\0_0_yangrong_0007.jpg,0
15393,Dataset\Train\WithoutMask\0_0_yangrong_0011.jpg,0
15394,Dataset\Train\WithoutMask\0_0_yangrong_0012.jpg,0
15395,Dataset\Train\WithoutMask\0_0_yangrong_0015.jpg,0
15396,Dataset\Train\WithoutMask\0_0_yangweilinghua_0020.jpg,0
15397,Dataset\Train\WithoutMask\0_0_yangweilinghua_0025.jpg,0
15398,Dataset\Train\WithoutMask\0_0_yangweilinghua_0038.jpg,0
15399,Dataset\Train\WithoutMask\0_0_yangweilinghua_0045.jpg,0
15400,Dataset\Train\WithoutMask\0_0_yangxiaodan_0001.jpg,0
15401,Dataset\Train\WithoutMask\0_0_yangxiaodan_0006.jpg,0
15402,Dataset\Train\WithoutMask\0_0_yangxiaodan_0027.jpg,0
15403,Dataset\Train\WithoutMask\0_0_yangxiaodan_0028.jpg,0
15404,Dataset\Train\WithoutMask\0_0_yangxiaodan_0029.jpg,0
15405,Dataset\Train\WithoutMask\0_0_yangyang_0002.jpg,0
15406,Dataset\Train\WithoutMask\0_0_yangyang_0003.jpg,0
15407,Dataset\Train\WithoutMask\0_0_yangyang_0009.jpg,0
15408,Dataset\Train\WithoutMask\0_0_yangyang_0016.jpg,0
15409,Dataset\Train\WithoutMask\0_0_yangyang_0017.jpg,0
15410,Dataset\Train\WithoutMask\0_0_yangying_0007.jpg,0
15411,Dataset\Train\WithoutMask\0_0_yangying_0038.jpg,0
15412,Dataset\Train\WithoutMask\0_0_yangying_0040.jpg,0
